mt_id,mt_date,mt_title,mt_hasattach,mt_starter_id,mt_start_time,mt_last_post_time,mt_invited_members,mt_to_count,mt_to_member_id,mt_replies,mt_last_msg_id,mt_first_msg_id,mt_is_draft,mt_is_deleted,mt_is_system
3301,1428850193,"top cuck",0,8343,1428850193,1428850193,a:0:{},0,7600,0,11495,11495,0,0,0
3303,1429089366,Camping,0,9174,1429089366,1429089366,a:0:{},0,6260,0,11512,11512,0,1,0
3304,1429113671,"wat are u",0,9174,1429113671,1429113671,a:0:{},0,8133,0,11514,11514,0,1,0
3305,1429145466,...,0,9112,1429145466,1443012379,a:0:{},0,9388,3,14924,11521,0,1,0
3307,1429174508,"Article in the Zine ",0,9186,1429174508,1429293409,a:0:{},0,1,1,11531,11523,0,0,0
3313,1429650377,random,0,0,1429650376,1429650530,a:0:{},0,9326,1,11554,11553,0,1,0
3314,1429678814,"Sup Bra",0,6113,1429678814,1429736239,a:0:{},1,6168,2,11567,11560,0,0,0
3315,1429679775,"sup brah",0,6113,1429679774,1440611615,a:0:{},1,7643,19,14443,11561,0,0,0
3316,1429799063,hey,0,7600,1429799063,1429814346,a:0:{},0,1558,1,11572,11570,0,1,0
3317,1429864592,"Fucking shit",0,1,1429864592,1430647308,a:0:{},0,6165,3,11789,11573,0,1,0
3318,1430022022,"You Ok?",0,6113,1430022022,1430026607,a:0:{},0,7424,2,11595,11588,0,0,0
3320,1430198788,"Tumblr Trannies",0,6113,1430198788,1430202759,a:0:{},1,7816,9,11635,11626,0,0,0
3321,1430335773,"Ernst Junger articles.",0,283,1430335773,1430503600,a:0:{},0,1,2,11731,11680,0,0,0
3322,1430347727,"Question on Post",0,9393,1430347727,1430414343,a:0:{},0,164,2,11711,11685,0,1,0
3323,1430349135,"Legitimacy of Document",0,7962,1430349135,1430349135,a:0:{},0,4151,0,11686,11686,0,1,0
3325,1430349837,"Legitimacy of Document",0,7962,1430349837,1430403124,a:0:{},0,4,2,11708,11688,0,1,0
3327,1430358062,Question,0,9393,1430358062,1430389238,a:0:{},0,7508,2,11705,11692,0,1,0
3328,1430358623,"You ever hear this song?",0,6269,1430358623,1431684325,a:0:{},1,7636,41,12075,11693,0,0,0
3329,1430371159,"Atlas gibberish",0,1,1430371159,1431756782,a:0:{},1,4151,1,12102,11701,0,0,0
3331,1430524483,hey,0,3491,1430524483,1430647226,a:0:{},0,7424,2,11788,11748,0,0,0
3332,1430580891,"&#39;&#39;create a thread in a more appropriate section &#39;&#39;",0,9422,1430580890,1430580890,a:0:{},1,9334,0,11768,11768,0,0,0
3333,1430625386,"Profile pic",0,9304,1430625385,1430688419,a:0:{},1,9384,1,11806,11783,0,0,0
3334,1430644745,"Imaginery crap",0,9422,1430644745,1430646210,a:0:{},1,9334,1,11787,11786,0,0,0
3336,1430674572,"Wagwan ",0,28,1430674572,1430685792,a:0:{},0,9322,1,11803,11798,0,0,0
3337,1430680497,"Did you get my reply",0,9393,1430680496,1430680496,a:0:{},0,7508,0,11799,11799,0,1,0
3338,1430680609,"Did you get my reply?",0,9393,1430680609,1430680609,a:0:{},0,164,0,11800,11800,0,1,0
3339,1430686415,message,0,7986,1430686415,1430686490,a:0:{},0,7346,1,11805,11804,0,0,0
3340,1430706392,Hello,0,9393,1430706392,1430763283,a:0:{},0,6306,1,11813,11807,0,1,0
3341,1430780049,"Hey man, let&#39;s meet up",0,2075,1430780049,1430780049,a:0:{},0,6274,0,11821,11821,0,1,0
3342,1430780293,"Hello again",0,9393,1430780293,1431350068,a:0:{},0,6306,2,12003,11822,0,1,0
3343,1430782613,ok,0,7600,1430782613,1430782912,a:0:{},0,2075,4,11841,11837,0,1,0
3344,1430788086,NNEERRRRRDDDD,0,6269,1430788085,1430799157,a:0:{},1,1558,12,11856,11842,0,0,0
3347,1430884730,"hey man",0,6274,1430884730,1430949463,a:0:{},1,2075,1,11873,11863,0,0,0
3348,1430938093,"If you don&#39;t mind me asking",0,6113,1430938093,1430965971,a:0:{},0,9112,3,11883,11868,0,0,0
3349,1430941848,"Fascist Archive Addition",0,150,1430941848,1430941848,a:0:{},1,7,0,11869,11869,0,0,0
3351,1430967131,"Quality of Prints",0,6269,1430967131,1430972283,a:0:{},0,7424,5,11899,11891,0,0,0
3352,1431164734,wordpress,0,9174,1431164733,1431608785,a:0:{},0,150,3,12063,11923,0,1,0
3353,1431179158,PapaSlav,0,7636,1431179158,1431197934,a:0:{},0,1,5,11936,11924,0,0,0
3354,1431182639,"Nominees for Black Corps",0,1,1431182639,1431390734,a:6:{i:0;i:7424;i:1;i:9144;i:2;i:7816;i:3;i:2220;i:4;i:6231;i:5;i:8346;},6,6113,19,12013,11926,0,1,0
3356,1431286071,Hey,0,9475,1431286071,1431417569,a:0:{},0,1,8,12016,11966,0,0,0
3357,1431292022,Hey,0,7636,1431292022,1431320029,a:0:{},1,9475,1,11991,11972,0,0,0
3358,1431302464,"New Lord and master",0,6113,1431302464,1431302752,a:0:{},1,9144,1,11975,11974,0,0,0
3359,1431362779,"Another Message",0,9393,1431362779,1431362779,a:0:{},0,6306,0,12009,12009,0,1,0
3360,1431453337,"Ottoman empire",0,6249,1431453337,1431641835,a:0:{},0,9475,5,12069,12017,0,1,0
3363,1431469362,hello,0,7346,1431469362,1431470917,a:0:{},1,9475,2,12035,12033,0,0,0
3364,1431502080,question,0,0,1431502080,1431506911,a:0:{},0,9475,1,12047,12046,0,1,0
3365,1431528344,"Fascist Archive Addition",0,150,1431528344,1431722114,a:0:{},1,2170,2,12100,12048,0,0,0
3366,1431549867,"Achtung&#33; ",0,958,1431549867,1431597888,a:0:{},0,0,2,12061,12052,0,0,0
3367,1431555642,"Facist archive",0,2170,1431555642,1431558517,a:0:{},1,9481,3,12056,12053,0,0,0
3368,1431608866,moro,0,9478,1431608866,1431639267,a:0:{},0,132,2,12067,12064,0,0,0
3369,1431641772,Morjesta,0,9478,1431641772,1431680729,a:0:{},1,2306,2,12074,12068,0,0,0
3370,1431665170,hello.,0,7600,1431665169,1431665169,a:0:{},0,505,0,12071,12071,0,1,0
3372,1431799652,Message,0,7986,1431799652,1432044032,a:0:{},0,9486,9,12152,12104,0,0,0
3373,1431799823,message.,0,7986,1431799823,1431814737,a:0:{},0,7346,1,12113,12105,0,0,0
3375,1431818032,Hey,0,9393,1431818032,1431818032,a:0:{},0,6306,0,12115,12115,0,1,0
3376,1431820547,"fascist gathering",0,175,1431820547,1431820547,a:0:{},1,6306,0,12116,12116,0,0,0
3377,1431901781,"message ",0,7986,1431901781,1431997600,a:0:{},1,2220,3,12144,12119,0,0,0
3378,1431914697,Sup,0,6113,1431914697,1431916577,a:0:{},1,8736,5,12128,12122,0,0,0
3380,1431923167,"Are you nazi enough?",0,2170,1431923167,1431923167,a:0:{},0,0,0,12129,12129,0,0,0
3382,1431976704,hey,0,6278,1431976704,1434415373,a:0:{},1,7424,7,13157,12137,0,0,0
3385,1432073839,"Sup nigga ",0,7643,1432073839,1432169283,a:0:{},1,8736,13,12183,12159,0,0,0
3386,1432093201,"Ayy niqquh",0,7719,1432093201,1432317174,a:0:{},1,8165,4,12212,12161,0,0,0
3387,1432133647,"Hammer of the patriot",0,283,1432133647,1432207250,a:0:{},1,2170,2,12199,12164,0,0,0
3388,1432149180,baba,0,9475,1432149179,1432149179,a:0:{},0,0,0,12166,12166,0,0,0
3390,1432170145,"Anti-Crash Course Channel",0,8736,1432170145,1432175625,a:0:{},1,6113,2,12194,12184,0,0,0
3391,1432172478,"BASED BASED BASED",0,6168,1432172478,1432172478,a:0:{},1,1558,0,12187,12187,0,0,0
3392,1432172509,"BASED (continued)",0,6168,1432172509,1432181619,a:0:{},1,1558,1,12196,12188,0,0,0
3394,1432213202,Intro,0,9475,1432213202,1432237215,a:0:{},1,9343,4,12205,12200,0,0,0
3395,1432241062,S,0,9288,1432241062,1432384328,a:0:{},1,9334,1,12225,12206,0,0,0
3397,1432299448,"Illinois gathering",0,175,1432299448,1432322273,a:0:{},0,9393,1,12213,12211,0,0,0
3399,1432340903,"Condensced Messages",0,6306,1432340903,1435349707,a:0:{},0,9393,9,13669,12218,0,0,0
3401,1432397900,"A Favor",0,9486,1432397900,1432402879,a:0:{},1,2170,8,12235,12227,0,0,0
3402,1432406452,"Don&#39;t advocate crime",0,6113,1432406452,1432406552,a:0:{},0,9335,1,12237,12236,0,1,0
3403,1432528512,"intro topics",0,2170,1432528512,1432531876,a:0:{},1,6113,2,12252,12250,0,0,0
3404,1432609286,"Bulking up",0,7903,1432609286,1436931188,a:0:{},1,2170,6,14048,12254,0,0,0
3409,1432702676,"yo nigger",0,7424,1432702676,1432963293,a:0:{},0,6113,12,12338,12265,0,1,0
3410,1432730801,"whats ur skype",0,7816,1432730801,1436495074,a:0:{},1,7424,391,13978,12283,0,0,0
3412,1432809636,Graphics...obviously,0,9174,1432809636,1432840470,a:0:{},0,7816,2,12309,12304,0,1,0
3413,1432851308,ONA(again),0,353,1432851308,1439694475,a:0:{},0,9174,4,14307,12313,0,0,0
3414,1433000128,"40k Game",0,6155,1433000127,1433045881,a:0:{},0,8232,2,12364,12346,0,0,0
3415,1433018746,german,0,168,1433018746,1433100381,a:0:{},1,287,1,12373,12352,0,0,0
3416,1433095085,"Hey Noidberg",0,9393,1433095085,1433107957,a:0:{},0,1558,4,12376,12369,0,1,0
3418,1433121644,Greetings,0,9393,1433121644,1433199326,a:0:{},0,9475,7,12395,12378,0,1,0
3419,1433133734,Greetings,0,9503,1433133734,1433222321,a:0:{},0,9497,2,12434,12384,0,1,0
3420,1433233294,Hail&#33;,0,9503,1433233293,1433233293,a:0:{},0,8133,0,12435,12435,0,1,0
3423,1433305683,siege,0,168,1433305682,1433306763,a:0:{},1,2170,2,12464,12462,0,0,0
3424,1433361119,"Ð¼ÐµÐ¼Ðµ ",0,1558,1433361119,1433380085,a:0:{},1,7719,1,12476,12465,0,0,0
3425,1433363365,"Gif request",0,7600,1433363365,1433384504,a:0:{},0,7816,3,12481,12467,0,1,0
3426,1433374388,Heil,0,9174,1433374388,1437650519,a:0:{},0,9491,6,14132,12473,0,1,0
3427,1433425968,Hey,0,2306,1433425968,1433497039,a:0:{},1,9496,10,12509,12482,0,0,0
3429,1433478147,Summer,0,6113,1433478147,1433479684,a:0:{},1,7816,5,12502,12497,0,0,0
3430,1433501756,"Praise YHWH muh nigga",0,7643,1433501756,1442781931,a:0:{},1,6359,6,14806,12510,0,0,0
3431,1433504256,.,0,7962,1433504256,1433686187,a:0:{},0,6260,1,12544,12512,0,1,0
3432,1433543952,Hello,0,9393,1433543952,1433550883,a:0:{},0,7757,2,12523,12521,0,1,0
3433,1433588048,CI,0,9174,1433588048,1433588048,a:0:{},0,267,0,12526,12526,0,1,0
3434,1433642570,"Thank You",0,9393,1433642570,1433642570,a:0:{},0,6269,0,12532,12532,0,1,0
3435,1433704685,DA,0,7757,1433704685,1433705218,a:0:{},0,1,3,12551,12548,0,0,0
3437,1433792413,"BWC TERRORMACHINE ",0,7643,1433792413,1443491809,a:0:{},1,7816,49,15095,12558,0,0,0
3438,1433855345,Prisoner?,0,9497,1433855345,1433855345,a:0:{},0,1,0,12581,12581,0,0,0
3439,1433876731,reintroduction,0,1,1433876730,1433876730,a:0:{},0,3711,0,12605,12605,0,1,0
3440,1433883513,London,0,9514,1433883513,1433883773,a:0:{},0,7600,1,12607,12606,0,0,0
3442,1433884411,Hey,0,9393,1433884411,1433889086,a:0:{},0,7730,2,12612,12609,0,1,0
3443,1433888670,?,0,9497,1433888669,1433888669,a:0:{},0,1,0,12611,12611,0,0,0
3444,1433998982,Pranks,0,7816,1433998981,1434002846,a:0:{},1,2170,6,12654,12642,0,0,0
3445,1434002928,:P`,0,7600,1434002928,1434026225,a:0:{},0,7816,6,12665,12655,0,1,0
3446,1434218409,"ÐšÐ¾Ð½Ñ‚Ð°ÐºÑ‚Ð¸",0,9512,1434218409,1434219455,a:0:{},1,9334,1,12723,12719,0,0,0
3447,1434218428,"ÐšÐ¾Ð½Ñ‚Ð°ÐºÑ‚Ð¸",0,9512,1434218428,1434324804,a:0:{},1,9517,1,12764,12720,0,0,0
3448,1434243595,"Ready for shake the ZOG, nigga?",0,7757,1434243595,1434243737,a:0:{},0,7600,1,12737,12736,0,0,0
3449,1434283933,"Psychedelics topic deleted",0,7508,1434283933,1434283994,a:0:{},0,1,1,12750,12749,0,0,0
3450,1434286158,Okie,0,9491,1434286158,1435185720,a:0:{},1,6144,7,13543,12751,0,0,0
3451,1434293042,"Ursinus College Ahnenerbe Documents Collection",0,1,1434293042,1436192098,a:0:{},0,7816,6,13927,12752,0,1,0
3621,1434358303,"We all get deppressed",0,6113,1434358303,1435550717,a:0:{},1,9503,8,13781,12945,0,0,0
3741,1434367824,"Spam user",0,6260,1434367824,1434368524,a:0:{},0,1,1,13086,13085,0,0,0
3794,1434482154,Hey,0,8650,1434482154,1434482154,a:0:{},1,9497,0,13201,13201,0,0,0
3795,1434503609,&#33;,0,7424,1434503609,1434525113,a:0:{},0,6113,13,13265,13215,0,1,0
3796,1434525535,Summer?,0,6113,1434525535,1434525535,a:0:{},0,6168,0,13268,13268,0,1,0
3797,1434696062,"Im Drunk and bored",0,6113,1434696062,1435374391,a:0:{},0,7424,49,13685,13399,0,0,0
3798,1434773683,"Who do you like?",0,6113,1434773683,1434826332,a:0:{},0,7424,7,13438,13423,0,0,0
3799,1434778879,"Question regarding lunar/solar worship",0,8102,1434778879,1434819872,a:0:{},1,1,2,13435,13426,0,0,0
3800,1434782469,"A second chance?",0,9497,1434782469,1434782469,a:0:{},0,1,0,13427,13427,0,0,0
3801,1434791392,Concerns,0,9503,1434791392,1435691649,a:0:{},1,4,23,13853,13430,0,0,0
3803,1434862417,"do u priase the sun",0,9503,1434862417,1435267810,a:0:{},0,1558,7,13577,13448,0,1,0
3806,1435101815,"ÐÐ‘Ð’",0,9288,1435101814,1443047664,a:0:{},0,1,6,14967,13528,0,0,0
3808,1435201252,zogbook,0,7816,1435201252,1435533721,a:0:{},1,9503,41,13774,13548,0,0,0
3809,1435269382,Shirts,0,9503,1435269382,1435479785,a:0:{},0,7424,4,13730,13582,0,0,0
3810,1435273206,steam,0,8232,1435273206,1435273206,a:0:{},0,1558,0,13588,13588,0,1,0
3811,1435318265,"Do you hike?",0,7424,1435318265,1435318265,a:0:{},0,2075,0,13631,13631,0,1,0
3812,1435320867,"Forgive me Father for I have sinned",0,7481,1435320867,1443738676,a:0:{},1,7643,22,15153,13632,0,0,0
3815,1435369179,SteamID,0,9112,1435369179,1435369179,a:0:{},0,1558,0,13681,13681,0,1,0
3816,1435384039,Heil,0,9503,1435384039,1435834590,a:0:{},0,9531,37,13870,13688,0,0,0
3817,1435428353,Hello.,0,9531,1435428353,1435834614,a:0:{},0,7816,13,13871,13705,0,1,0
3818,1435455268,"Coming to Michigan?",0,68,1435455267,1435455267,a:0:{},1,2075,0,13719,13719,0,0,0
3819,1435472540,Hwael,0,9503,1435472540,1435473970,a:0:{},1,6359,4,13725,13721,0,0,0
3820,1435492640,Oi,0,9503,1435492640,1435527925,a:0:{},1,1558,6,13768,13734,0,0,0
3821,1435517562,.,0,6149,1435517562,1436279350,a:0:{},1,6165,2,13947,13764,0,0,0
3823,1435546977,Drawings,0,9503,1435546977,1435807992,a:0:{},1,7816,20,13865,13775,0,0,0
3824,1435557088,"Mashallah bro",0,7643,1435557088,1435595085,a:0:{},1,6168,3,13794,13782,0,0,0
3825,1435579731,"Aussie IM Posters",0,6237,1435579730,1436480671,a:0:{},1,7816,4,13975,13791,0,0,0
3828,1435606185,Ello,0,9503,1435606185,1435608432,a:0:{},0,9112,4,13804,13800,0,0,0
3829,1435611442,"Ces le vi oui oui",0,9503,1435611442,1435799855,a:0:{},1,9535,17,13861,13805,0,0,0
3830,1435618193,"Hi Zeiger",0,9503,1435618192,1435622922,a:0:{},1,2170,6,13824,13810,0,0,0
3831,1435790174,"heyo, quick request",0,2392,1435790174,1436847033,a:0:{},0,1,4,14044,13858,0,0,0
3832,1435799974,Hey,0,9503,1435799973,1435799973,a:0:{},0,7424,0,13862,13862,0,0,0
3833,1435815607,ello,0,9503,1435815607,1435817324,a:0:{},0,9531,3,13869,13866,0,0,0
3834,1435859865,"sorry to pester",0,9503,1435859865,1435865609,a:0:{},0,7424,4,13876,13872,0,0,0
3836,1435889522,"NY KKKrew",0,7643,1435889522,1442985797,a:0:{},0,7636,21,14918,13879,0,1,0
3837,1435895281,"NY Skkkype",0,7643,1435895281,1440025226,a:0:{},1,9446,5,14333,13885,0,0,0
3838,1435905768,"hey m9",0,9503,1435905768,1435940192,a:0:{},0,1558,5,13900,13890,0,1,0
3840,1435929580,Summer,0,6113,1435929580,1440445056,a:0:{},1,6122,11,14385,13896,0,0,0
3841,1435929665,"Hows it going man",0,6113,1435929665,1441001901,a:0:{},1,274,1,14502,13897,0,0,0
3842,1435929714,Busy?,0,6113,1435929714,1436002047,a:0:{},1,7719,3,13907,13899,0,0,0
3843,1435944861,"VÃ¦r hilset&#33; ",0,9534,1435944861,1436190691,a:0:{},1,958,1,13926,13903,0,0,0
3847,1436131143,sticker,0,7600,1436131143,1436139517,a:0:{},0,7816,2,13922,13920,0,1,0
3848,1436246080,"Aussie IM Posters",0,6237,1436246080,1440147234,a:3:{i:8018;i:8018;i:9476;i:9476;i:9547;i:9547;},3,8346,22,14357,13933,0,0,0
3849,1436251246,"Hello there&#33;",0,9531,1436251246,1436277120,a:0:{},0,7816,2,13945,13934,0,1,0
3850,1436251255,"Hello there&#33;",0,9531,1436251254,1437075351,a:0:{},0,9503,29,14058,13935,0,1,0
3854,1436324068,"plowshares here",0,2392,1436324068,1449107989,a:0:{},1,2075,1,15958,13955,0,0,0
3855,1436340658,hello,0,9503,1436340657,1436379424,a:0:{},1,9535,3,13962,13956,0,0,0
3856,1436369768,"Happy Birthday",0,9393,1436369768,1436369768,a:0:{},0,6306,0,13960,13960,0,1,0
3857,1436385300,Hey,0,2306,1436385300,1437243457,a:0:{},1,9240,2,14107,13964,0,0,0
3860,1436508230,"wood river",0,175,1436508230,1436508230,a:0:{},0,281,0,13980,13980,0,0,0
3861,1436584670,hello,0,9503,1436584670,1436812025,a:0:{},0,8232,16,14027,13986,0,0,0
3862,1436637545,Ello,0,9503,1436637545,1436637545,a:0:{},0,7424,0,14011,14011,0,0,0
3864,1436761318,"oi ",0,9503,1436761318,1436838874,a:0:{},1,287,3,14039,14019,0,0,0
3865,1436837189," ello",0,9503,1436837189,1436837189,a:0:{},1,1558,0,14038,14038,0,0,0
3866,1436961271,"how to get more profile views",0,9548,1436961271,1436961271,a:0:{},0,4873,0,14049,14049,0,1,0
3867,1436991089,hey&#33;,0,9503,1436991089,1437324387,a:0:{},1,7816,9,14114,14050,0,0,0
3868,1436998991,etc.,0,9144,1436998991,1437027373,a:0:{},0,1,1,14052,14051,0,0,0
3869,1437072499,hello,0,9503,1437072499,1437178492,a:0:{},0,7424,2,14068,14055,0,0,0
3870,1437103201,"hail ",0,9503,1437103201,1437185192,a:0:{},0,8232,3,14079,14059,0,0,0
3871,1437132974,"Reclaim aus rally tomorrow",0,8346,1437132973,1437219528,a:1:{i:0;i:9476;},2,9515,33,14106,14060,0,0,0
3872,1437179866,eyy,0,9503,1437179866,1442818148,a:0:{},0,9388,3,14835,14069,0,0,0
3874,1437261135,"Hail Brother",0,3491,1437261135,1437324077,a:0:{},0,68,2,14113,14109,0,1,0
3875,1437302084,Question,0,9558,1437302084,1437302084,a:0:{},0,1,0,14112,14112,0,0,0
3876,1437409404,Tumblr,0,6113,1437409404,1437427974,a:0:{},0,7816,1,14119,14116,0,1,0
3878,1437419198,"&quot; GasChamber.com for sale &quot;",0,9558,1437419198,1437419198,a:0:{},0,1,0,14118,14118,0,0,0
3879,1437448214,Hey,0,9549,1437448214,1442285834,a:0:{},1,7757,6,14676,14120,0,0,0
3881,1437596003,hello,0,9531,1437596003,1437679993,a:0:{},0,9503,4,14134,14124,0,1,0
3882,1437596015,hey,0,9531,1437596015,1437596015,a:0:{},0,7816,0,14125,14125,0,1,0
3883,1437650425,Rotherham,0,9174,1437650425,1437650425,a:0:{},0,7962,0,14130,14130,0,1,0
3884,1437791279,SSPX,0,281,1437791279,1437852420,a:0:{},0,1558,5,14144,14137,0,1,0
3887,1437934468,"Shalom Volksgenosse",0,1558,1437934468,1438014511,a:0:{},1,2170,2,14157,14151,0,0,0
3888,1438085178,azov,0,7508,1438085178,1438086882,a:0:{},1,9570,3,14161,14158,0,0,0
3889,1438087842,"Jet fuel can&#39;t melkt steel beams",0,1558,1438087841,1438300724,a:0:{},1,9569,7,14201,14162,0,0,0
3890,1438090572,Hello.,0,7600,1438090571,1438130659,a:0:{},0,9570,10,14184,14163,0,1,0
3891,1438100271,hello,0,9503,1438100270,1438100270,a:0:{},1,8133,0,14172,14172,0,0,0
3893,1438167386,"Azov Recruitment",0,4873,1438167385,1438422056,a:0:{},1,9570,2,14224,14185,0,0,0
3894,1438196557,"Hey man",0,6113,1438196557,1438196557,a:0:{},0,2075,0,14186,14186,0,1,0
3895,1438196680,"Hows life?",0,6113,1438196680,1438972796,a:0:{},0,7424,4,14254,14187,0,0,0
3896,1438196998,"Foreign volunteers",0,6113,1438196997,1438274746,a:0:{},1,9570,2,14198,14188,0,0,0
3898,1438299979,"IM flag",0,9476,1438299978,1440917331,a:0:{},1,6237,4,14485,14200,0,0,0
3899,1438384202,Hey,0,1558,1438384202,1438486459,a:0:{},1,7816,17,14232,14205,0,0,0
3900,1438418785,"White Man March",0,6237,1438418785,1439528609,a:2:{i:7;i:7;i:6260;i:6260;},3,7962,7,14278,14223,0,0,0
3901,1438616904,.,0,7962,1438616903,1438618512,a:0:{},0,9514,1,14235,14234,0,1,0
3902,1438618691,"È™oim romÃ¢n etc...",0,9496,1438618691,1438665712,a:0:{},1,7892,2,14238,14236,0,0,0
3903,1438811324,hello,0,6260,1438811324,1456472214,a:0:{},1,9327,15,16963,14239,0,0,0
3904,1438842333,hey,0,6274,1438842333,1438842333,a:0:{},1,2075,0,14242,14242,0,0,0
3906,1438918076,hello,0,9503,1438918076,1438918076,a:0:{},0,7424,0,14250,14250,0,0,0
3907,1438963841,"important&#33; ",0,2306,1438963841,1438964069,a:0:{},1,8165,1,14253,14252,0,0,0
3908,1438976463,"Meet up",0,6113,1438976463,1438976463,a:0:{},0,7636,0,14256,14256,0,1,0
3909,1438976591,hi,0,6274,1438976591,1442091008,a:0:{},1,9570,2,14646,14257,0,0,0
3911,1439033900,.,0,7962,1439033900,1439033900,a:0:{},0,7,0,14261,14261,0,0,0
3912,1439243559,"Sup Jew Yorker",0,7643,1439243559,1439244793,a:0:{},1,9555,3,14269,14266,0,0,0
3913,1439296650,Curious,0,7875,1439296649,1439296649,a:0:{},1,161,0,14272,14272,0,0,0
3916,1439520026,Protestantism,0,281,1439520026,1439537988,a:0:{},0,9335,1,14281,14276,0,1,0
3919,1439759199,L,0,9288,1439759199,1439888771,a:0:{},1,9475,3,14314,14308,0,0,0
3920,1439767575,oi,0,1,1439767574,1439775793,a:0:{},0,2170,1,14311,14309,0,1,0
3921,1439767712,Florida.,0,7600,1439767712,1439767712,a:0:{},0,9583,0,14310,14310,0,1,0
3922,1439906168,"Use proper english and punctuation",0,9475,1439906168,1439906438,a:0:{},0,9548,1,14316,14315,0,0,0
3923,1439913335,"what is the orange and black warrior doing wrong?",0,9548,1439913335,1440616948,a:0:{},0,9446,18,14449,14317,0,1,0
3924,1439962867,hello.,0,7600,1439962867,1439962867,a:0:{},0,4873,0,14324,14324,0,1,0
3925,1439995457,Hi,0,9548,1439995457,1439995457,a:0:{},0,9588,0,14326,14326,0,1,0
3926,1440009994,WMM,0,6260,1440009994,1440226552,a:0:{},1,6237,3,14367,14327,0,0,0
3928,1440123516,"james poulter from vice",0,168,1440123516,1441038596,a:0:{},1,7,3,14512,14354,0,0,0
3929,1440166713,"Just a quick note",0,7,1440166713,1440311317,a:0:{},0,7496,1,14373,14359,0,1,0
3930,1440278695,"I deleted your thread",0,9475,1440278695,1440278695,a:0:{},1,9581,0,14368,14368,0,0,0
3931,1440362362,Haxking,0,9174,1440362362,1440496412,a:0:{},0,7757,4,14405,14375,0,1,0
3933,1440429548,"Trying to Come Back",0,9590,1440429548,1440429548,a:0:{},0,1,0,14382,14382,0,0,0
3934,1440462796,"Hey regarding the post about Slavros&#39;s Ethnicity",0,9571,1440462795,1440462795,a:0:{},0,7760,0,14391,14391,0,1,0
3935,1440463263,"Hey hows it going",0,9571,1440463263,1440615458,a:0:{},0,9446,18,14448,14392,0,1,0
3936,1440463367,"Whats up noid",0,9571,1440463367,1440518718,a:0:{},0,1558,2,14414,14393,0,1,0
3937,1440471794,"haci bektash veli",0,9592,1440471794,1440683261,a:0:{},1,9475,8,14460,14403,0,0,0
3938,1440497822,Stop,0,9174,1440497822,1440497822,a:0:{},0,9599,0,14407,14407,0,1,0
3939,1440504404,Music,0,9174,1440504404,1440504404,a:0:{},0,7,0,14409,14409,0,1,0
3940,1440514549,hi,0,9548,1440514549,1440869672,a:0:{},0,9598,12,14480,14411,0,1,0
3943,1440621689,"Azov accepting English speaking volunteers?",0,9304,1440621689,1442149629,a:0:{},1,9570,5,14653,14451,0,0,0
3944,1440625256,"Hej dansker",0,9586,1440625256,1440625662,a:0:{},1,9584,1,14455,14453,0,0,0
3945,1440625393,"sup guy",0,9586,1440625393,1440625393,a:0:{},1,958,0,14454,14454,0,0,0
3946,1440632986,"Oi Ben. ",0,6155,1440632986,1440632986,a:0:{},1,7,0,14456,14456,0,0,0
3947,1440647053,"IronSkype DeathWatch",0,8232,1440647053,1440647053,a:0:{},0,7424,0,14458,14458,0,1,0
3948,1440662179,"VÃ¦r hilset&#33;",0,9534,1440662179,1440772520,a:0:{},1,9584,3,14470,14459,0,0,0
3949,1440810798,lel,0,9555,1440810798,1442764288,a:0:{},1,7481,8,14778,14475,0,0,0
3950,1440867328,hello,0,9548,1440867328,1442434287,a:0:{},0,7481,15,14698,14479,0,1,0
3951,1440889208,Hey,0,9174,1440889208,1440889208,a:0:{},0,7962,0,14483,14483,0,1,0
3952,1440918020,"Hammer of the Patriot",0,9590,1440918020,1444251006,a:0:{},1,2170,5,15227,14486,0,0,0
3953,1440973725,"Dear Alex",0,4873,1440973725,1440987916,a:0:{},1,9598,6,14497,14488,0,0,0
3954,1440975057,Salut,0,9606,1440975056,1449776122,a:0:{},1,9496,6,16034,14489,0,0,0
3956,1440988344,skype,0,7346,1440988344,1440988450,a:0:{},1,9598,1,14499,14498,0,0,0
3957,1440996228,Hmm,0,9598,1440996227,1443659846,a:0:{},1,9548,33,15139,14501,0,0,0
3958,1441032224,Hacking,0,9174,1441032224,1441112694,a:0:{},1,7346,2,14533,14506,0,0,0
3959,1441032947,"&quot;I will stop dirtying our beautiful forum with multiposts&quot;.",0,9174,1441032947,1445802883,a:0:{},1,9144,2,15476,14507,0,0,0
3960,1441036234,"Australian Action",0,9174,1441036234,1441193435,a:0:{},1,6237,2,14555,14511,0,0,0
3961,1441039173,"Ebolamous ",0,9611,1441039173,1441112522,a:0:{},1,2220,4,14531,14513,0,0,0
3962,1441049555,Heil,0,9174,1441049555,1441049555,a:0:{},1,9610,0,14517,14517,0,0,0
3963,1441049867,P.S.,0,9174,1441049867,1441150195,a:0:{},1,9610,4,14548,14518,0,0,0
3964,1441076583,pgp,0,7600,1441076582,1441299922,a:0:{},0,9174,7,14574,14527,0,1,0
3965,1441119731,Hey,0,9174,1441119731,1441129052,a:0:{},0,9112,2,14538,14535,0,0,0
3966,1441131042,"National Action",0,9514,1441131042,1441150231,a:0:{},1,9610,1,14549,14540,0,0,0
